,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(cc),Power(bhp),Seats,Price(lakhs),Brand
1472,Rover Range Rover Sport SE,Kochi,2019,26013,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,97.07,Land-Rover
1473,Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,2.15,Chevrolet
1474,Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,3.0,Honda
1475,X3 xDrive20d,Coimbatore,2014,41089,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,28.79,BMW
1476,Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,5.45,Skoda
1477,Swift Dzire VDI,Delhi,2013,72486,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.95,Maruti
1478,V40 Cross Country D3,Pune,2013,92000,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,16.0,Volvo
1479,Swift Dzire ZXi,Delhi,2013,40000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25,Maruti
1480,Rover Range Rover 2.2L Pure,Bangalore,2014,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,34.5,Land-Rover
1481,Accord 2.4 AT,Mumbai,2008,125000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,2.6,Honda
1482,Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.48,Toyota
1483,Fortuner 4x4 MT,Hyderabad,2018,39927,Diesel,Manual,First,12.55,2982.0,168.5,7.0,32.1,Toyota
1484,Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.17,Honda
1485,City 1.5 V MT,Kolkata,2015,32000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5,Honda
1486,Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.15,Maruti
1487,Sunny 2011-2014 Diesel XL,Pune,2014,95000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.5,Nissan
1488,Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,10.5,Toyota
1489,Brio S MT,Coimbatore,2016,14821,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5.37,Honda
1490,Vento Petrol Trendline,Bangalore,2012,52000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.45,Volkswagen
1491,XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.25,Mahindra
1492,EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.7,Ford
1493,Yeti Ambition 4X2,Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968.0,108.49,5.0,7.99,Skoda
1494,i10 Sportz,Chennai,2012,49000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,Hyundai
1495,Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.0,Toyota
1496,Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248.0,88.7,5.0,6.69,Tata
1497,Swift VDI,Delhi,2014,56000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25,Maruti
1498,Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,10.5,Skoda
1499,Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393.0,147.8,8.0,22.55,Toyota
1500,Verna 1.6 SX VTVT,Pune,2014,48000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.2,Hyundai
1501,City i VTEC VX Option,Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.87,Honda
1502,City i DTEC SV,Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.99,Honda
1503,Vento Diesel Highline,Jaipur,2011,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0,Volkswagen
1504,Q5 2008-2012 3.0 TDI,Chennai,2014,25000,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,44.0,Audi
1505,Alto 800 LXI,Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.79,Maruti
1506,Manza ELAN Quadrajet BS IV,Pune,2012,148000,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,2.9,Tata
1507,Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.85,Hyundai
1508,GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,49.0,Mercedes-Benz
1509,Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.25,Mahindra
1510,Verna 1.6 CRDI,Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,3.75,Hyundai
1511,Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498.0,99.0,5.0,7.29,Ford
1512,Cooper 3 DOOR D,Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.5,Mini
1513,Omni 8 Seater BSIV,Hyderabad,2013,34834,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.6,Maruti
1514,Verito 1.5 D4 BSIV,Pune,2015,90000,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,3.1,Mahindra
1515,E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29.98,Mercedes-Benz
1516,Duster 110PS Diesel RxZ,Kochi,2016,57390,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.73,Renault
1517,Swift Dzire Tour LDI,Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.5,Maruti
1518,Polo Petrol Highline 1.2L,Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.35,Volkswagen
1519,XUV500 W10 2WD,Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.13,Mahindra
1520,Polo 1.2 MPI Highline,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.9,Volkswagen
1521,Ritz VXI,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.9,Maruti
1522,Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.95,Toyota
1523,City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.0,Honda
1524,Ameo 1.2 MPI Highline,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7.23,Volkswagen
1525,SX4 ZDI Leather,Mumbai,2012,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,3.81,Maruti
1526,Swift ZXI,Chennai,2012,42000,Petrol,Manual,Third,18.6,1197.0,85.8,5.0,4.5,Maruti
1527,Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.6,Hyundai
1528,Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48.0,Audi
1529,Alto LXi BSIII,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.96,Maruti
1530,Amaze SX i-DTEC,Kolkata,2014,36000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,Honda
1531,Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968.0,167.7,5.0,8.5,Volkswagen
1532,Elantra CRDi SX AT,Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.75,Hyundai
1533,Wagon R VXI BS IV,Kochi,2011,36411,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.08,Maruti
1534,Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,41.5,Land-Rover
1535,City i VTEC SV,Pune,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.0,Honda
1536,New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,11.5,Mercedes-Benz
1537,Wagon R LX BS IV,Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.6,Maruti
1538,Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,4.3,Hyundai
1539,Ertiga VXI CNG,Mumbai,2017,19234,CNG,Manual,First,17.5,1373.0,80.46,7.0,8.35,Maruti
1540,Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968.0,141.0,5.0,24.9,Volkswagen
1541,X1 sDrive 20d Exclusive,Pune,2011,102000,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.75,BMW
1542,Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,Diesel,Manual,First,24.0,1186.0,73.97,5.0,3.85,Hyundai
1543,E-Class E250 CDI Avantgrade,Mumbai,2014,46000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.25,Mercedes-Benz
1544,Grand i10 Asta Option,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.75,Hyundai
1545,i10 Magna 1.2,Mumbai,2008,62000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1.65,Hyundai
1546,Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.5,Volkswagen
1547,Yeti Elegance,Chennai,2011,79000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,7.5,Skoda
1548,Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,72.94,Audi
1549,Fortuner 3.0 Diesel,Chennai,2010,135000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0,Toyota
1550,Wagon R VXI Minor ABS,Kochi,2013,36716,Petrol,Manual,First,18.9,1061.0,67.0,5.0,3.02,Maruti
1551,EON Era,Coimbatore,2013,65060,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.32,Hyundai
1552,Brio S MT,Delhi,2013,33000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.24,Honda
1553,Alto 800 VXI,Kolkata,2015,11110,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.35,Maruti
1554,Bolero ZLX,Jaipur,2013,63000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,5.5,Mahindra
1555,City i VTEC SV,Mumbai,2015,27030,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.75,Honda
1556,Rapid 1.6 MPI Elegance Black Package,Mumbai,2015,19600,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.15,Skoda
1557,Swift VVT VXI,Pune,2016,27755,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.45,Maruti
1558,EON Magna Plus,Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.3,Hyundai
1559,Swift Dzire ZXI,Kochi,2015,24782,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.21,Maruti
1560,Micra XV CVT,Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,5.21,Nissan
1561,Q7 4.2 FSI quattro,Delhi,2008,71000,Petrol,Automatic,First,8.3,4134.0,250.0,7.0,11.99,Audi
1562,Swift Vdi BSIII,Pune,2010,135000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3.1,Maruti
1563,Xenon XT EX 4X2,Jaipur,2017,1000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,7.5,Tata
1564,Polo 1.5 TDI Comfortline,Kolkata,2016,29000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.0,Volkswagen
1565,City i VTEC SV,Kochi,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.73,Honda
1566,City i VTEC V,Bangalore,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.8,Honda
1567,800 AC BSIII,Hyderabad,2011,83969,Petrol,Manual,First,16.1,796.0,37.0,4.0,1.3,Maruti
1568,Polo 1.5 TDI Trendline,Jaipur,2014,82621,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.42,Volkswagen
1569,Captiva LTZ VCDi,Pune,2009,89000,Diesel,Automatic,First,12.5,1991.0,147.9,7.0,4.0,Chevrolet
1570,XUV500 W10 2WD,Kolkata,2016,54000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.0,Mahindra
1571,Amaze VX i-DTEC,Kochi,2015,61691,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.38,Honda
1572,i20 1.2 Sportz Option,Chennai,2011,32200,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25,Hyundai
1573,Wagon R AMT VXI,Jaipur,2016,68630,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3.87,Maruti
1574,Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,8.25,Volkswagen
1575,Ciaz 1.4 Zeta,Mumbai,2018,32644,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.28,Maruti
1576,Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,6.25,Mahindra
1577,Aveo U-VA 1.2 LS,Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,1.15,Chevrolet
1578,Ciaz ZXi Option,Kochi,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.8,Maruti
1579,i20 1.4 CRDi Asta,Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,Hyundai
1580,Jazz 1.2 SV i VTEC,Kochi,2018,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.56,Honda
1581,XUV500 W10 2WD,Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.08,Mahindra
1582,i20 1.2 Sportz,Bangalore,2012,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5,Hyundai
1583,Verna 1.6 SX,Chennai,2012,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.0,Hyundai
1584,i10 Era 1.1,Delhi,2011,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.2,Hyundai
1585,Celerio VXI AT,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.0,Maruti
1586,Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2.51,Skoda
1587,Swift VDI BSIV,Delhi,2015,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.75,Maruti
1588,i10 Magna(O) with Sun Roof,Pune,2008,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,2.0,Hyundai
1589,i10 Magna 1.2,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.1,Hyundai
1590,Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,6.25,Ford
1591,E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,10.6,Mercedes-Benz
1592,Swift VDI BSIV,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.0,Maruti
1593,800 Std BSIII,Jaipur,2004,12000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.45,Maruti
1594,Swift Lxi BSIII,Pune,2010,54898,Petrol,Manual,Third,16.1,1298.0,88.2,5.0,2.5,Maruti
1595,Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.75,Hyundai
1596,X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,30.29,BMW
1597,Ikon 1.3 Flair,Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.6,Ford
1598,Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.54,Ford
1599,Ciaz VXi Plus,Kochi,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.84,Maruti
1600,Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,6.0,Volkswagen
1601,Jazz 1.5 VX i DTEC,Pune,2017,27000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.0,Honda
1602,A4 35 TDI Premium,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,24.74,Audi
1603,Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,Hyundai
1604,GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,36.0,Mercedes-Benz
1605,Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.79,Toyota
1606,Sunny 2011-2014 XL,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,3.0,Nissan
1607,Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968.0,138.1,5.0,6.75,Skoda
1608,Aveo 1.4 LS,Jaipur,2006,100000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.4,Chevrolet
1609,Mobilio V i DTEC,Mumbai,2014,57000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.75,Honda
1610,Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.4,Maruti
1611,Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.89,Volkswagen
1612,Terrano XL,Mumbai,2013,31000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,4.95,Nissan
1613,A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998.0,66.1,5.0,3.49,Maruti
1614,City 1.5 S MT,Pune,2014,43772,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.35,Honda
1615,Grand i10 AT Asta,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.08,Hyundai
1616,XE 2.0L Diesel Prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,38.0,Jaguar
1617,Scorpio VLX,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.25,Mahindra
1618,New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.15,Mercedes-Benz
1619,Superb Elegance 1.8 TSI AT,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.75,Skoda
1620,Cruze LTZ AT,Pune,2012,137008,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,4.65,Chevrolet
1621,Scorpio VLX,Delhi,2010,61001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.75,Mahindra
1622,Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.78,Hyundai
1623,i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6.75,Hyundai
1624,City ZX CVT,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,2.99,Honda
1625,i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.35,Hyundai
1626,Amaze S i-Dtech,Delhi,2013,89429,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.65,Honda
1627,Wagon R LXI,Delhi,2012,45631,Petrol,Manual,Second,22.5,998.0,67.04,5.0,2.74,Maruti
1628,Brio S MT,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.5,Honda
1629,i20 1.2 Sportz Option,Kochi,2014,55804,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.76,Hyundai
1630,Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,Petrol,Manual,First,15.04,1598.0,103.2,5.0,6.2,Volkswagen
1631,Octavia Rider 1.9 TDI MT,Pune,2008,82000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,2.35,Skoda
1632,E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,24.5,Mercedes-Benz
1633,Duster Petrol RxL,Pune,2013,20000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,6.0,Renault
1634,EON Sportz,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65,Hyundai
1635,Swift VXI,Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.26,Maruti
1636,Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,32.95,Audi
1637,i20 1.2 Spotz,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.8,Hyundai
1638,Brio S MT,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25,Honda
1639,Swift Dzire ZXi,Kochi,2014,49386,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.86,Maruti
1640,Grand i10 1.2 Kappa Magna,Delhi,2017,12248,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.9,Hyundai
1641,Xylo E8 ABS BS IV,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7.06,Mahindra
1642,Polo GTI,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,4.5,Volkswagen
1643,Alto K10 VXI,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.22,Maruti
1644,Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.25,Volkswagen
1645,Grand i10 Sportz,Delhi,2016,81605,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.53,Hyundai
1646,New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,34.78,Mercedes-Benz
1647,Verna 1.6 SX VTVT AT,Pune,2014,34200,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,6.5,Hyundai
1648,Punto EVO 1.2 Emotion,Chennai,2010,72204,Petrol,Manual,First,15.7,1172.0,67.0,5.0,2.25,Fiat
1649,Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Diesel,Manual,Second,12.99,2494.0,100.0,8.0,8.0,Toyota
1650,TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,8.37,Mahindra
1651,Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.39,Volkswagen
1652,5 Series 520d Luxury Line,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,37.3,BMW
1653,GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,70.8,Mercedes-Benz
1654,M-Class ML 350 CDI,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,22.25,Mercedes-Benz
1655,Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.03,Hyundai
1656,Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.9,Skoda
1657,i10 Sportz AT,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.96,Hyundai
1658,i20 1.4 CRDi Asta,Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.6,Hyundai
1659,Scorpio VLX,Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5.5,Mahindra
1660,Brio V MT,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,Honda
1661,i20 1.2 Magna Executive,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.25,Hyundai
1662,Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499.0,143.0,7.0,3.0,Ford
1663,Verna CRDi SX,Chennai,2011,108242,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.25,Hyundai
1664,Fortuner 3.0 Diesel,Pune,2011,146300,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12.25,Toyota
1665,X1 sDrive20d,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,10.95,BMW
1666,Fortuner 4x2 AT,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5,Toyota
1667,Amaze V CVT Petrol,Pune,2018,1700,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,7.8,Honda
1668,i10 Era 1.1,Kochi,2013,34697,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.7,Hyundai
1669,i20 1.2 Sportz,Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0,Hyundai
1670,3 Series 320d GT Luxury Line,Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,26.75,BMW
1671,Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,28.03,Audi
1672,Swift VXI Optional,Kochi,2017,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.44,Maruti
1673,Baleno Delta Automatic,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.2,Maruti
1674,Accent GLE,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.9,Hyundai
1675,Ritz LXi,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.95,Maruti
1676,Nano Lx,Pune,2011,65000,Petrol,Manual,Second,26.0,624.0,35.0,4.0,0.44,Tata
1677,Figo Diesel EXI,Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.75,Ford
1678,Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,7.5,Volkswagen
1679,Linea Emotion Pack (Diesel),Chennai,2010,160000,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,2.5,Fiat
